Nom_arrond,Invent,No_Civiq,Rue,Rue_De,Rue_a,Nom_parc,Sigle,Injections,x,y,longitude,latitude
Ahuntsic-Cartierville,R,1405,Rue de Louvain Est,ANTOINE-DÉAT RUE,ANDRÉ-GRASSET AVENU,,FRPE,2015,293533.37300000002,5046872.50000000000,-73.6443238835462,45.5616723309733
Ahuntsic-Cartierville,R,1444,Rue de Louvain Est,ANTOINE-DÉAT RUE,PAPINEAU AVENU (V.L. OUE),,FRPE,2015,293628.86099999998,5046973.50000000000,-73.6431030070131,45.5625826989506
Ahuntsic-Cartierville,R,9362,Avenue Joseph-Melançon,JOSEPH-MELANÇON AVENU (NORD),LIMITE,,FRAM,2015,293337.15600000002,5046121.50000000000,-73.646819786703,45.5549113945484
Ahuntsic-Cartierville,R,1475,Rue Prieur Est,OLYMPIA BOULE,HAMEL AVENU,,FRPE,2015,292321.03580000001,5047046.92679999950,-73.6598581432556,45.5632212001388
Ahuntsic-Cartierville,R,1490,Rue Prieur Est,OLYMPIA BOULE,HAMEL AVENU,,FRPE,2015,292343.02690000000,5047055.25569999960,-73.659576645943,45.5632965399476
Ahuntsic-Cartierville,R,1480,Rue Prieur Est,OLYMPIA BOULE,HAMEL AVENU,,FRPE,2015,292337.16700000002,5047042.91700000040,-73.6596513978186,45.563185407738
Ahuntsic-Cartierville,R,10635,Avenue Vianney,PRIEUR E RUE,HENRI-BOURASSA E BOULE,,FRPE,2015,293018.28200000001,5048885.00000000000,-73.6509706116326,45.579772866792
Ahuntsic-Cartierville,R,10455,Rue Taché,TACHÉ PLACE,PRIEUR E RUE,,FRPE,2015,292502.28700000001,5047315.00000000000,-73.6575430286411,45.565636628497
Ahuntsic-Cartierville,R,10355,Rue Taché,TACHÉ PLACE,TACHÉ PLACE,,FRPE,2015,292591.98710000003,5047262.62849999960,-73.6563925990218,45.5651669531048
Ahuntsic-Cartierville,R,10375,Rue Taché,TACHÉ PLACE,TACHÉ PLACE,,FRPE,2015,292571.22100000002,5047273.00000000000,-73.6566588846923,45.5652599144474
Ahuntsic-Cartierville,R,10335,Rue Taché,FLEURY E RUE,TACHÉ PLACE,,FRPE,2015,292615.08559999999,5047247.45370000040,-73.6560963151226,45.5650308104428
Ahuntsic-Cartierville,R,10345,Rue Taché,FLEURY E RUE,TACHÉ PLACE,,FRPE,2015,292603.34000000003,5047254.50000000000,-73.6562469587546,45.5650940094508
Ahuntsic-Cartierville,R,10381,Rue Saint-Hubert,FLEURY E RUE,PRIEUR E RUE,,FRAM,2015,292188.95299999998,5046331.50000000000,-73.6615316970321,45.5567811918125
Ahuntsic-Cartierville,R,10415,Rue Saint-Hubert,FLEURY E RUE,PRIEUR E RUE,,FRPEPA,2015,292155.10900000000,5046346.00000000000,-73.661965569321,45.5569110534963
Ahuntsic-Cartierville,R,9865,Rue Saint-Hubert,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,292691.24500000000,5046121.00000000000,-73.6550927800957,45.5548959630239
Ahuntsic-Cartierville,R,8800,Rue Saint-Hubert,MARCEL-CADIEUX RUE,ÉMILE-JOURNAULT AVENU,,FRPEMS,2015,294021.04100000003,5045559.03699999950,-73.63804800292,45.5498610911928
Ahuntsic-Cartierville,R,8832,Rue Saint-Hubert,MARCEL-CADIEUX RUE,ÉMILE-JOURNAULT AVENU,,FRPE,2015,293976.87500000000,5045577.00000000000,-73.638614040211,45.5500220432366
Ahuntsic-Cartierville,R,10215,Rue De Saint-Firmin,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293074.09600000002,5047809.50000000000,-73.6502296087287,45.5700961536376
Ahuntsic-Cartierville,R,10005,Rue De Saint-Firmin,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293274.37500000000,5047691.00000000000,-73.6476608944827,45.5690332012266
Ahuntsic-Cartierville,R,9927,Rue De Saint-Firmin,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293312.12500000000,5047668.00000000000,-73.6471767203175,45.5688268645276
Ahuntsic-Cartierville,R,10635,Avenue Saint-Charles,PRIEUR E RUE,HENRI-BOURASSA E BOULE,,FRPE,2015,291924.97200000001,5046624.00000000000,-73.6649206480562,45.5594083650527
Ahuntsic-Cartierville,R,9745,Avenue Saint-Charles,PORT-ROYAL E RUE DE,SAUVÉ E RUE,,FRPE,2015,292923.60900000000,5046205.50000000000,-73.6521186503034,45.555660322588
Ahuntsic-Cartierville,R,,Rue Séguin,PRIEUR E RUE,STRUAN RUE,,FRPE,2015,292688.09399999998,5047815.00000000000,-73.6551750966454,45.5701390336961
Ahuntsic-Cartierville,R,10510,Rue Séguin,PRIEUR E RUE,STRUAN RUE,,FRPE,2015,292673.25000000000,5047825.50000000000,-73.6553655345221,45.5702332572619
Ahuntsic-Cartierville,R,1795,Rue Sauvé Est,GARNIER RUE,FRANCHEVILLE RUE,,FRPE,2015,293233.42400000000,5047227.00000000000,-73.6481745600405,45.5648573111327
Ahuntsic-Cartierville,R,1670,Rue Sauvé Est,CUROTTE AVENU,GARNIER RUE,,FRPEMS,2015,293161.42099999997,5047007.00000000000,-73.6490917206988,45.5628764842053
Ahuntsic-Cartierville,R,1670,Rue Sauvé Est,CUROTTE AVENU,GARNIER RUE,,FRPEMS,2015,293164.12500000000,5047015.50000000000,-73.6490572844842,45.5629530150002
Ahuntsic-Cartierville,R,1745,Rue Sauvé Est,GARNIER RUE,FRANCHEVILLE RUE,,FRPE,2015,293207.09899999999,5047158.50000000000,-73.6485101733404,45.5642404894751
Ahuntsic-Cartierville,R,1690,Rue Sauvé Est,CUROTTE AVENU,GARNIER RUE,,FRPEMS,2015,293174.93900000001,5047035.00000000000,-73.648919219595,45.563128662616
Ahuntsic-Cartierville,R,1645,Rue Sauvé Est,CUROTTE AVENU,GARNIER RUE,,FRPE,2015,293143.06400000001,5046998.50000000000,-73.6493266728414,45.5627996914653
Ahuntsic-Cartierville,R,1975,Rue Sauriol Est,CHARTON AVENU,HAMELIN AVENU,,FRPE,2015,293130.65600000002,5047648.00000000000,-73.6495011220686,45.5686438796991
Ahuntsic-Cartierville,R,1965,Rue Sauriol Est,CHARTON AVENU,HAMELIN AVENU,,FRPE,2015,293123.96899999998,5047636.00000000000,-73.6495865052698,45.5685357880011
Ahuntsic-Cartierville,R,,Rue Sauriol Est,MARQUETTE RUE,PAPINEAU AVENU,,FRPE,2015,293037.05390000000,5047390.74060000010,-73.6506941058253,45.5663274075299
Ahuntsic-Cartierville,R,,Rue Sauriol Est,MARQUETTE RUE,PAPINEAU AVENU,,FRPE,2015,293023.82299999997,5047405.00000000000,-73.6508639486353,45.566455494152
Ahuntsic-Cartierville,R,,Rue Sauriol Est,MARQUETTE RUE,PAPINEAU AVENU,,FRPE,2015,293039.90560000000,5047397.18240000030,-73.6506577280155,45.566385420958
Ahuntsic-Cartierville,R,,Rue Sauriol Est,MARQUETTE RUE,PAPINEAU AVENU,,FRPE,2015,293019.08199999999,5047392.50000000000,-73.6509243839044,45.5663429351911
Ahuntsic-Cartierville,R,1680,Rue Sauriol Est,FRANCIS RUE,GARNIER RUE,,FRPE,2015,292953.10999999999,5047176.50000000000,-73.6517643091586,45.5643981826695
Ahuntsic-Cartierville,R,1670,Rue Sauriol Est,FRANCIS RUE,GARNIER RUE,,FRPE,2015,292949.53399999999,5047167.50000000000,-73.6518099011365,45.5643171370865
Ahuntsic-Cartierville,R,1662,Rue Sauriol Est,FRANCIS RUE,GARNIER RUE,,FRPE,2015,292942.44799999997,5047146.00000000000,-73.6519001543385,45.5641235529304
Ahuntsic-Cartierville,R,1662,Rue Sauriol Est,FRANCIS RUE,GARNIER RUE,,FRPE,2015,292946.24699999997,5047156.50000000000,-73.651851742294,45.564218099802
Ahuntsic-Cartierville,R,1620,Rue Sauriol Est,FRANCIS RUE,GARNIER RUE,,FRPE,2015,292923.46000000002,5047100.00000000000,-73.6521422803342,45.5637093073303
Ahuntsic-Cartierville,R,1692,Rue Sauriol Est,FRANCIS RUE,GARNIER RUE,,FRPE,2015,292960.70899999997,5047197.00000000000,-73.6516674590649,45.5645827771341
Ahuntsic-Cartierville,R,9690,Rue Sackville,PORT-ROYAL E RUE DE,SAUVÉ E RUE,,FRPE,2015,293921.33899999998,5048231.00000000000,-73.639384339764,45.5739026937179
Ahuntsic-Cartierville,R,1885,Rue Prieur Est,CARTIER RUE,SÉGUIN RUE,,FRPE,2015,292689.80499999999,5047806.50000000000,-73.6551529651821,45.5700625779961
Ahuntsic-Cartierville,R,,Rue Prieur Est,SÉGUIN RUE,CHARTON AVENU,,FRPE,2015,292710.14600000001,5047845.50000000000,-73.6548933266438,45.5704138649918
Ahuntsic-Cartierville,R,,Rue Prieur Est,PAPINEAU AVENU,CARTIER RUE,,FRPE,2015,292669.10100000002,5047733.50000000000,-73.6554164073528,45.5694053421425
Ahuntsic-Cartierville,R,1650,Rue Prieur Est,TACHÉ RUE,GARNIER RUE,,FRPE,2015,292478.13099999999,5047368.05399999950,-73.6578538212148,45.5661135969383
Ahuntsic-Cartierville,R,1661,Rue Prieur Est,TACHÉ RUE,GARNIER RUE,,FRPE,2015,292457.93810000003,5047368.21490000000,-73.6581125128349,45.566114687012
Ahuntsic-Cartierville,R,1667,Rue Prieur Est,TACHÉ RUE,GARNIER RUE,,FRPE,2015,292464.24400000001,5047379.96360000040,-73.6580320255305,45.5662205170763
Ahuntsic-Cartierville,R,1683,Rue Prieur Est,TACHÉ RUE,GARNIER RUE,,FRPE,2015,292483.98800000001,5047417.69199999980,-73.6577800386792,45.5665603580096
Ahuntsic-Cartierville,R,1695,Rue Prieur Est,TACHÉ RUE,GARNIER RUE,,FRPE,2015,292502.29800000001,5047451.71800000030,-73.6575463266317,45.5668668577483
Ahuntsic-Cartierville,R,1622,Rue Prieur Est,FRANCIS RUE,TACHÉ RUE,,FRPE,2015,292437.79599999997,5047280.38599999990,-73.6583683288942,45.5653240190785
Ahuntsic-Cartierville,R,1624,Rue Prieur Est,FRANCIS RUE,TACHÉ RUE,,FRPE,2015,292444.06599999999,5047296.08000000010,-73.6582884028014,45.5654653496799
Ahuntsic-Cartierville,R,1645,Rue Prieur Est,FRANCIS RUE,TACHÉ RUE,,FRPE,2015,292433.62500000000,5047317.20299999970,-73.6584226932678,45.5656552352912
Ahuntsic-Cartierville,R,1675,Rue Prieur Est,TACHÉ RUE,GARNIER RUE,,FRPE,2015,292478.14399999997,5047406.49000000020,-73.6578546233669,45.5664594556731
Ahuntsic-Cartierville,R,1657,Rue Prieur Est,TACHÉ RUE,GARNIER RUE,,FRPE,2015,292451.87809999997,5047356.37330000010,-73.6581898473171,45.5660080253101
Ahuntsic-Cartierville,R,1555,Rue Prieur Est,CUROTTE AVENU,FRANCIS RUE,,FRPE,2015,292370.00300000003,5047166.01800000020,-73.6592338929846,45.5642936944806
Ahuntsic-Cartierville,R,,Rue Prieur Est,FRANCIS RUE,TACHÉ RUE,,FRPE,2015,292409.69500000001,5047260.96999999970,-73.6587278285979,45.5651488085066
Ahuntsic-Cartierville,R,1585,Rue Prieur Est,CUROTTE AVENU,FRANCIS RUE,,FRPE,2015,292380.56300000002,5047190.86099999960,-73.6590992461339,45.5645174276922
Ahuntsic-Cartierville,R,1633,Rue Prieur Est,FRANCIS RUE,TACHÉ RUE,,FRPE,2015,292421.20600000001,5047288.18099999990,-73.6585810547292,45.5653938659739
Ahuntsic-Cartierville,R,1637,Rue Prieur Est,FRANCIS RUE,TACHÉ RUE,,FRPE,2015,292425.88939999999,5047300.71370000020,-73.6585213744977,45.5655067222028
Ahuntsic-Cartierville,R,1580,Rue Prieur Est,CUROTTE AVENU,FRANCIS RUE,,FRPE,2015,292396.67790000001,5047183.58009999990,-73.6588926222506,45.5644521993074
Ahuntsic-Cartierville,R,1590,Rue Prieur Est,CUROTTE AVENU,FRANCIS RUE,,FRPE,2015,292401.59499999997,5047195.96200000030,-73.6588299460059,45.5645637029347
Ahuntsic-Cartierville,R,1606,Rue Prieur Est,FRANCIS RUE,TACHÉ RUE,,FRPE,2015,292432.37300000002,5047268.99000000020,-73.6584375127215,45.5652213781501
Ahuntsic-Cartierville,R,1607,Rue Prieur Est,FRANCIS RUE,TACHÉ RUE,,FRPE,2015,292414.99190000002,5047272.56910000000,-73.6586602659525,45.5652532749219
Ahuntsic-Cartierville,R,,Rue Prieur Est,OLYMPIA BOULE,HAMEL AVENU,,FRPE,2015,292331.68800000002,5047030.00000000000,-73.6597212552776,45.563069078583
Ahuntsic-Cartierville,R,1530,Rue Prieur Est,HAMEL AVENU,CUROTTE AVENU,,FRPE,2015,292362.96560000000,5047106.80229999960,-73.6593225387464,45.5637607282125
Ahuntsic-Cartierville,R,1530,Rue Prieur Est,HAMEL AVENU,CUROTTE AVENU,,FRPE,2015,292368.63799999998,5047118.79899999960,-73.6592501786996,45.5638687794309
Ahuntsic-Cartierville,R,1525,Rue Prieur Est,HAMEL AVENU,CUROTTE AVENU,,FRPE,2015,292356.06400000001,5047132.05200000010,-73.6594115927735,45.5639878092263
Ahuntsic-Cartierville,R,1500,Rue Prieur Est,HAMEL AVENU,CUROTTE AVENU,,FRPE,2015,292353.18479999999,5047080.59410000030,-73.6594471664278,45.5635247241655
Ahuntsic-Cartierville,R,1500,Rue Prieur Est,HAMEL AVENU,CUROTTE AVENU,,FRPE,2015,292358.54999999999,5047093.90400000010,-73.6593787756444,45.5636445865431
Ahuntsic-Cartierville,R,1564,Rue Prieur Est,CUROTTE AVENU,FRANCIS RUE,,FRPE,2015,292385.99060000002,5047157.20890000000,-73.6590288617308,45.5642147128656
Ahuntsic-Cartierville,R,1570,Rue Prieur Est,CUROTTE AVENU,FRANCIS RUE,,FRPE,2015,292390.68810000003,5047170.87830000000,-73.6589690318603,45.5643377979663
Ahuntsic-Cartierville,R,,Rue Prieur Est,OLYMPIA BOULE,HAMEL AVENU,,FRPE,2015,292305.43280000001,5047010.77620000020,-73.660057096458,45.5628956263139
Ahuntsic-Cartierville,R,,Rue Prieur Est,CHRISTOPHE-COLOMB AVENU,OLYMPIA BOULE,,FRPE,2015,292286.33500000002,5046964.90099999960,-73.6603005669395,45.5624824844381
Ahuntsic-Cartierville,R,,Rue Prieur Est,CHRISTOPHE-COLOMB AVENU,OLYMPIA BOULE,,FRPE,2015,292290.52899999998,5046976.01300000030,-73.6602471260984,45.5625825489342
Ahuntsic-Cartierville,R,,Rue Prieur Est,CHRISTOPHE-COLOMB AVENU,OLYMPIA BOULE,,FRPE,2015,292295.95580000000,5046988.26719999970,-73.6601779220618,45.5626929134071
Ahuntsic-Cartierville,R,1420,Rue Prieur Est,CHRISTOPHE-COLOMB AVENU,OLYMPIA BOULE,,FRPE,2015,292296.35399999999,5046946.35599999970,-73.6601717494565,45.5623157909682
Ahuntsic-Cartierville,R,,Rue Prieur Est,OLYMPIA BOULE,HAMEL AVENU,,FRPE,2015,292316.06479999999,5047035.44680000000,-73.659921529471,45.5631178105261
Ahuntsic-Cartierville,R,,Rue Prieur Est,OLYMPIA BOULE,HAMEL AVENU,,FRPE,2015,292322.74300000002,5047008.39599999970,-73.6598352905905,45.5628745190329
Ahuntsic-Cartierville,R,,Rue Prieur Est,OLYMPIA BOULE,HAMEL AVENU,,FRPE,2015,292309.84899999999,5047023.01300000030,-73.6600008371191,45.5630058159648
Ahuntsic-Cartierville,R,1351,Rue Prieur Est,SACRÉ-COEUR AVENU DU,CHRISTOPHE-COLOMB AVENU,,FRPE,2015,292256.65200000000,5046892.00000000000,-73.6606789359686,45.561825965076
Ahuntsic-Cartierville,R,920,Rue de Port-Royal Est,PÉLOQUIN AVENU,SAINT-CHARLES RUE,,FRPE,2015,292971.74800000002,5046174.41999999990,-73.6515013130216,45.5553814743324
Ahuntsic-Cartierville,R,,Rue de Port-Royal Est,PÉLOQUIN AVENU,SAINT-CHARLES RUE,,FRPE,2015,292948.59700000001,5046118.09499999970,-73.6517964753436,45.5548742505263
Ahuntsic-Cartierville,R,,Rue de Port-Royal Est,LAJEUNESSE RUE,BASILE-ROUTHIER RUE,,FRPE,2015,292783.24020000000,5045726.30030000020,-73.653904786158,45.5513459230632
Ahuntsic-Cartierville,R,8655,Rue Pierre-Dupaigne,PIERRE-DUPAIGNE PLACE,HENRI-GAUTHIER RUE,,FRAM,2015,294592.75000000000,5046003.00000000000,-73.6307353079033,45.5538646301933
Ahuntsic-Cartierville,R,8595,Rue Pierre-Dupaigne,PIERRE-DUPAIGNE PLACE,PIERRE-DUPAIGNE PLACE,,FRPE,2015,294657.00000000000,5045963.00000000000,-73.6299115613938,45.5535056359293
Ahuntsic-Cartierville,R,10350,Rue Parthenais,FLEURY E RUE,PRIEUR E RUE,,FRPE,2015,293009.58500000002,5048108.50000000000,-73.6510633186324,45.5727855526677
Ahuntsic-Cartierville,R,10420,Rue Parthenais,FLEURY E RUE,PRIEUR E RUE,,FRPEMS,2015,292957.09399999998,5048139.00000000000,-73.6517365901465,45.5730591091392
Ahuntsic-Cartierville,R,10230,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293171.99699999997,5048011.50000000000,-73.6489801331999,45.5719154512596
Ahuntsic-Cartierville,R,10240,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293160.30400000000,5048018.00000000000,-73.6491301003703,45.5719737446756
Ahuntsic-Cartierville,R,10250,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293150.42900000000,5048025.00000000000,-73.649256787246,45.5720365674745
Ahuntsic-Cartierville,R,10250,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293100.36300000001,5048053.50000000000,-73.6498989235223,45.5722921788449
Ahuntsic-Cartierville,R,10360,Rue Parthenais,FLEURY E RUE,PRIEUR E RUE,,FRPE,2015,292993.64700000000,5048117.50000000000,-73.651267739094,45.5728662670495
Ahuntsic-Cartierville,R,10370,Rue Parthenais,FLEURY E RUE,PRIEUR E RUE,,FRPE,2015,292986.19799999997,5048121.00000000000,-73.6513632629418,45.5728976346421
Ahuntsic-Cartierville,R,10338,Rue Parthenais,FLEURY E RUE,PRIEUR E RUE,,FRPE,2015,293028.12199999997,5048096.50000000000,-73.6508255272773,45.5726778870211
Ahuntsic-Cartierville,R,10344,Rue Parthenais,FLEURY E RUE,PRIEUR E RUE,,FRPE,2015,293020.75900000002,5048101.50000000000,-73.6509199848522,45.5727227538741
Ahuntsic-Cartierville,R,10220,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293181.00500000000,5048006.00000000000,-73.6488645906774,45.5718661111136
Ahuntsic-Cartierville,R,10261,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293152.56099999999,5048052.00000000000,-73.6492301151291,45.5722795569995
Ahuntsic-Cartierville,R,10120,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293279.29999999999,5047948.00000000000,-73.6476038551212,45.5713458443543
Ahuntsic-Cartierville,R,10130,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293272.30300000001,5047952.00000000000,-73.6476935951167,45.571381721658
Ahuntsic-Cartierville,R,10125,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293269.61700000003,5047984.00000000000,-73.6477287630988,45.5716696225035
Ahuntsic-Cartierville,R,10200,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293201.62099999998,5047993.50000000000,-73.648600159162,45.571753976369
Ahuntsic-Cartierville,R,10125,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293229.69099999999,5048007.00000000000,-73.6482408429339,45.5718759205522
Ahuntsic-Cartierville,R,10125,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293221.91600000003,5048010.50000000000,-73.6483405401806,45.5719072852619
Ahuntsic-Cartierville,R,10125,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293215.02600000001,5048015.00000000000,-73.6484289224902,45.5719476629084
Ahuntsic-Cartierville,R,10125,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293208.66499999998,5048019.00000000000,-73.6485105154365,45.571983550152
Ahuntsic-Cartierville,R,10125,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293198.75699999998,5048024.50000000000,-73.6486375888429,45.5720328756524
Ahuntsic-Cartierville,R,10125,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293259.74300000002,5047988.00000000000,-73.6478553640869,45.5717054520043
Ahuntsic-Cartierville,R,10125,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293238.29300000001,5048002.50000000000,-73.6481305265145,45.5718355712036
Ahuntsic-Cartierville,R,,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293310.77600000001,5047956.50000000000,-73.6472007839864,45.5714228501887
Ahuntsic-Cartierville,R,10125,Rue Parthenais,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,293285.55900000001,5047971.50000000000,-73.6475242183354,45.5715574078046
Ahuntsic-Cartierville,R,10005,Rue Parthenais,SAUVÉ E RUE,SAURIOL E RUE,,FRAM,2015,293395.59399999998,5047905.50000000000,-73.6461129031536,45.570965332335
Ahuntsic-Cartierville,R,10007,Rue Parthenais,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293364.93800000002,5047923.50000000000,-73.646506086708,45.5711267985803
Ahuntsic-Cartierville,R,9925,Rue Parthenais,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293422.09399999998,5047890.50000000000,-73.6457730379024,45.5708307916776
Ahuntsic-Cartierville,R,9186,Avenue Papineau / Voie latérale Ouest,LEGENDRE E RUE,LECOCQ AVENU,,FRPESU,2015,294040.20559999999,5046814.42080000040,-73.6378301717999,45.561157734165
Ahuntsic-Cartierville,R,10225,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292891.87800000003,5047567.91299999970,-73.652558250868,45.567919188871
Ahuntsic-Cartierville,R,10265,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292868.45899999997,5047582.04700000030,-73.6528586220545,45.5680459697117
Ahuntsic-Cartierville,R,10210,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292891.13799999998,5047534.63499999980,-73.6525669205296,45.5676197309191
Ahuntsic-Cartierville,R,10160,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292963.28300000000,5047492.07100000050,-73.6516416285694,45.5672379580587
Ahuntsic-Cartierville,R,10180,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292943.56300000002,5047503.49199999960,-73.6518945399893,45.5673403919725
Ahuntsic-Cartierville,R,10190,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292920.71899999998,5047517.29700000030,-73.6521875322056,45.5674642239515
Ahuntsic-Cartierville,R,10210,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292903.05300000001,5047527.65000000040,-73.6524141055362,45.5675570815808
Ahuntsic-Cartierville,R,10055,Avenue Papineau,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293072.81599999999,5047460.51700000000,-73.6502376358994,45.5669558798542
Ahuntsic-Cartierville,R,10215,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292911.76299999998,5047556.16299999970,-73.6523032137954,45.5678137988208
Ahuntsic-Cartierville,R,10150,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292973.22600000002,5047485.82600000040,-73.6515140969551,45.5671819327112
Ahuntsic-Cartierville,R,10190,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292929.75799999997,5047511.70899999980,-73.6520715967383,45.5674140956815
Ahuntsic-Cartierville,R,10055,Avenue Papineau,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293090.07199999999,5047450.41000000010,-73.6500163269625,45.5668652245745
Ahuntsic-Cartierville,R,9905,Avenue Papineau,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293174.37800000003,5047400.28699999950,-73.648935091442,45.5664156160424
Ahuntsic-Cartierville,R,9905,Avenue Papineau,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293140.68800000002,5047420.08999999990,-73.6493671626365,45.5665932458517
Ahuntsic-Cartierville,R,9905,Avenue Papineau,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293111.93800000002,5047437.00000000000,-73.6497358811873,45.5667449249099
Ahuntsic-Cartierville,R,10150,Avenue Papineau,SAURIOL E RUE,FLEURY E RUE,,FRPE,2015,292984.81199999998,5047479.16999999990,-73.6513655071034,45.5671222368118
Ahuntsic-Cartierville,R,10055,Avenue Papineau,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293082.10100000002,5047455.01200000010,-73.6501185536911,45.5669065005975
Ahuntsic-Cartierville,R,9845,Avenue Papineau,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293255.21899999998,5047352.50000000000,-73.6478983177033,45.5659869597889
Ahuntsic-Cartierville,R,9905,Avenue Papineau,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293130.82799999998,5047426.16999999990,-73.6494936235423,45.5666477902784
Ahuntsic-Cartierville,R,9905,Avenue Papineau,SAUVÉ E RUE,SAURIOL E RUE,,FRPE,2015,293102.97200000001,5047442.68599999980,-73.6498508803484,45.5667959386207
